connection,yesorno
"Ingredients: ['Soy milk, unsweetened, plain, shelf stable', 'Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)', 'Celery, raw', 'Blueberries, raw', ""Mushroom, lion's mane"", 'Flour, corn, yellow, fine meal, enriched', 'Potatoes, red, without skin, raw', 'Grapes, red, seedless, raw', 'Hummus, commercial', 'Mustard, prepared, yellow'] Recipe: ['4 large ripe tomatoes, sliced 1/4 inch thick', '1 pound fresh mozzarella cheese, sliced 1/4 inch thick', '0.33333334326744 cup fresh basil leaves', '3 tablespoons extra virgin olive oil', 'fine sea salt to taste']",0
"Ingredients: ['Soy milk, unsweetened, plain, shelf stable', 'Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)', 'Celery, raw', 'Blueberries, raw', ""Mushroom, lion's mane"", 'Flour, corn, yellow, fine meal, enriched', 'Potatoes, red, without skin, raw', 'Grapes, red, seedless, raw', 'Hummus, commercial', 'Mustard, prepared, yellow'] Recipe: ['8 ounces fresh mozzarella cheese, cubed', '1 (10 ounce) basket cherry tomatoes', '3 tablespoons torn fresh basil leaves', '1 tablespoon olive oil', 'salt and pepper to taste']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 avocado - peeled, pitted, and cut in half', '1/4 cup fresh mozzarella pearls', '1/4 cup cherry tomatoes, halved', '6 fresh basil leaves, thinly sliced', '1 tablespoon balsamic vinegar', 'salt and pepper to taste']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Oranges, raw, navels', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 vine-ripened tomato, cored and cut into 1/2-inch slices', 'flaked sea salt and freshly ground black pepper to taste', '0.25 cup burrata cheese, or more to taste', '1 tablespoon torn fresh basil leaves, or to taste', '1 tablespoon extra-virgin olive oil']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 avocado - peeled, pitted, and cut in half', '1/4 cup fresh mozzarella pearls', '1/4 cup cherry tomatoes, halved', '6 fresh basil leaves, thinly sliced', '1 tablespoon balsamic vinegar', 'salt and pepper to taste']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 cup balsamic vinegar', '0.25 cup honey', '3 large tomatoes, cut into 1/2-inch slices', '1 (16 ounce) package fresh mozzarella cheese, cut into 1/4-inch slices', '0.25 teaspoon salt', '0.25 teaspoon ground black pepper', '0.5 cup fresh basil leaves', '0.25 cup extra-virgin olive oil']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['2 tablespoons extra-virgin olive oil', '1 tablespoon balsamic vinegar', '1 teaspoon flaked salt, divided', '2 large heirloom tomatoes, thinly sliced', '2 ripe peaches - halved, pitted, and sliced into half moons', '1 (8 ounce) ball fresh mozzarella, thinly sliced', '6 leaves fresh basil']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 pound spaghetti', '1.5 cups cherry tomatoes, halved', '0.5 cup olive oil', '3 tablespoons lemon-infused white balsamic vinegar', '2 cloves garlic, chopped', '0.33 cup chopped Thai basil', '1 (8 ounce) container small mozzarella balls in oil, halved', 'salt and freshly ground black pepper to taste']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['20 toothpicks', '20 grape or cherry tomatoes, halved', '20 fresh basil leaves', '20 small balls fresh mozzarella cheese (often labeled bocconcini)', 'salt and pepper to taste', '0.5 cup balsamic vinegar', '0.25 cup extra virgin olive oil']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1.5 cups rotini pasta', '3 tablespoons pesto, or to taste', '1 tablespoon extra-virgin olive oil', '0.25 teaspoon salt, or to taste', '0.25 teaspoon granulated garlic', '0.125 teaspoon ground black pepper', '0.5 cup halved grape tomatoes', '0.5 cup small (pearlini) fresh mozzarella balls', '2 leaves fresh basil leaves, finely shredded']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup olive oil', '0.5 cup balsamic vinegar', '1 clove garlic, minced', '1 teaspoon salt', '1 teaspoon ground black pepper', '4 cups baby spinach, rinsed and dried', '2 cups arugula, rinsed and dried', '2 cups grape tomatoes', '1 cup fresh bocconcini cheese, cut into bite-sized pieces', '1 cup minced red onion']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 cup baby spinach leaves', '1 large tomato, sliced 3/4 inch thick', '1 ball of fresh mozzarella cheese, sliced', '2 tablespoons chopped fresh basil', '2 tablespoons balsamic vinegar', '1 tablespoon extra-virgin olive oil']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 pound bocconcini (bite-size mozzarella balls)', '8 cherry tomatoes, halved', '0.5 cup chopped green bell pepper', '0.5 cup chopped celery', '0.5 cup Belgian endive leaves', '0.5 cup coarsely chopped arugula, stems included', '1.5 tablespoons fresh lemon juice', '3 tablespoons extra virgin olive oil', '2 tablespoons chopped fresh basil leaves', 'salt and freshly ground black pepper']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['4 large ripe tomatoes, sliced 1/4 inch thick', '1 pound fresh mozzarella cheese, sliced 1/4 inch thick', '0.33333334326744 cup fresh basil leaves', '3 tablespoons extra virgin olive oil', 'fine sea salt to taste']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['8 ounces fresh mozzarella cheese, cubed', '1 (10 ounce) basket cherry tomatoes', '3 tablespoons torn fresh basil leaves', '1 tablespoon olive oil', 'salt and pepper to taste']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['2 medium tomatoes, diced', '1 (4 ounce) ball fresh mozzarella, cut into 1-inch cubes', '0.25 cup coarsely chopped fresh basil', '2 cloves garlic, minced, divided', '41 tablespoons olive oil, divided', '1 pound flank steak', 'salt and ground black pepper to taste', '1 (6.5 ounce) bag butter lettuce mix', '2 tablespoons balsamic vinegar, or to taste']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup aged balsamic vinegar', '2 large Roma tomatoes, sliced into 1/4-inch-thick rounds', '1 large cucumber, peeled and sliced into 1/4-inch-thick rounds', '1 (8 ounce) package sliced fresh mozzarella cheese', '1 cup fresh basil leaves', '1 tablespoon olive oil', 'salt and ground black pepper to taste']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 (12 ounce) jar roasted red peppers, drained', '16 slices fresh mozzarella cheese', '16 thick slices ripe slicing tomato', '32 leaves fresh basil', 'olive oil', '1 pinch ground black pepper to taste', '1 (4 ounce) can sliced black olives, drained']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['6 tomatoes, cut into bite-size pieces', '0.25 cup extra-virgin olive oil, or more to taste', '1.5 tablespoons balsamic vinegar', '6 leaves fresh basil, cut into slivers', '0.5 pound mozzarella cheese, cut into bite-size cubes', 'salt and ground black pepper to taste']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['8 roma (plum) tomatoes, halved lengthwise and seeded', '0.25 cup extra-virgin olive oil', '1.5 tablespoons balsamic vinegar', '1.5 teaspoons minced garlic', '2 teaspoons white sugar', 'sea salt to taste', 'ground black pepper to taste', '1 (16 ounce) package fresh salted mozzarella cheese, sliced 1/4-inch thick', '8 leaves fresh basil, cut in very thin strips', '1 tablespoon extra-virgin olive oil, or to taste', '1.5 teaspoons balsamic vinegar, or to taste']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['4 ripe tomatoes, cut into wedges', '14 ounces fresh mozzarella cheese, diced', '1 red onion, sliced', '0.33333334326744 cup extra virgin olive oil', '0.33333334326744 cup balsamic vinegar', '0.25 cup chopped fresh basil', 'salt and pepper to taste']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['4 large tomatoes', '4 tablespoons olive oil', 'ground black pepper to taste', '10 ounces mozzarella cheese, thickly sliced', '8 leaves fresh basil, torn into strips']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['2 medium ripe tomatoes, sliced', '2 (4 ounce) balls burrata cheese. sliced', '10 leaves fresh basil', '1 tablespoon extra-virgin olive oil, or more to taste', 'salt and freshly ground black pepper to taste', '0.5 teaspoon balsamic vinegar']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 (5 ounce) package baby arugula', '1 cup halved grape tomatoes', '1 cup small fresh mozzarella balls', '0.5 cup garlic seasoned croutons', '1 tablespoon basil paste', '0.25 cup balsamic vinaigrette salad dressing', '1 pinch salt and ground black pepper to taste']",0
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['0.5 cup balsamic vinegar', '1 bunch fresh basil leaves, chopped', '1.5 cups extra-virgin olive oil', '5 heirloom tomatoes, diced', '1 (8 ounce) container mini fresh mozzarella balls, diced', 'salt and ground black pepper to taste']",1
"Ingredients: ['Tomato, roma', 'Tomatoes, canned, red, ripe, diced', 'Oil, olive, extra virgin', 'Onions, red, raw', 'Spinach, mature', 'Cheese, mozzarella, low moisture, part-skim', 'Peaches, yellow, raw', 'Garlic, raw', 'Celery, raw', 'Peppers, bell, green, raw'] Recipe: ['1 medium butternut squash, peeled and cut into 1-inch cubes', '2 teaspoons olive oil', 'salt and ground black pepper to taste', '1 ripe avocado', '1 cup cherry tomatoes, halved', '1 cup cubed smoked mozzarella cheese', '0.5 cup chopped fresh basil', '0.25 cup olive oil', '1.5 tablespoons balsamic vinegar', '0.5 tablespoon Dijon mustard', '0.5 clove garlic, minced']",0
